country,str,LatLong_raw3,Lat,Long,Freq
Buenos Aires Province,"Buenos Aires  BUE,Baires,Bonaero,Bonaeropolis,Bonaëropolis,Bos Aires,Bouenos Aires,Bouonezar,Bouonézâr,Buehnos Ajr...-34.6131488101425-58.3772277832031",-92.98314881,,,1
Bwagaoia,,,,,1
Cabo San Lucas,"Cabo Delgado Province  Cabo Delgado,Distrito de Cabo Delgado,Intendencia de Cabo Delgado,Intendência de Cabo Delgado,Provin...-12.539.4",-12.539.4,,,1
Calvados Archipelago,"Calvados  Calvados,Departement du Calvados,Département du Calvados49.090113-0.306082","alvados  Calvados,Departement du Calvados,Département du Calvados49.090113-0.306082",,,1
Camiguin Island,"Camiguin  CGM,Camiguin,Camiguin Island,Camiguín,kamigin zhou,<U+30AB><U+30DF><U+30AE><U+30F3><U+5DDE>9.2283124.7315","amiguin  CGM,Camiguin,Camiguin Island,Camiguín,kamigin zhou,<U+30AB><U+30DF><U+30AE><U+30F3><U+5DDE>9.2283124.7315",,,1
Cap-Vert Peninsula,"Cabo Verde  An Rinn Ghlas,Azua ti Kapo-Vere,Azûâ tî Kâpo-Vêre,Bisanga bya Kapev<U+025B>r<U+025B>,Bizinga by'e Kepu Veredi,Cabo...16.0-24.0",16.0-24.0,,,1
Cape Coast,"Cape Town  Altepetl In Cabo,Ar Chab,CPT,Cape Toun,Cape Town,Cidade do Cabo,Cita del Cap,Citati du Capu,Citati d...-33.92583918.423218",-33.92583918.423218,,,1
Cape Haitien,"Cape Town  Altepetl In Cabo,Ar Chab,CPT,Cape Toun,Cape Town,Cidade do Cabo,Cita del Cap,Citati du Capu,Citati d...-33.92583918.423218",-33.92583918.423218,,,1
Carabobo,"Carabobo  Carabobo,Estado Carabobo10.1666667-68.0833333","arabobo  Carabobo,Estado Carabobo10.1666667-68.0833333",,,1
Cargados Carajos Shoals (St. Brandon),"Cargados Carajos  Cargados Carajos,Cargados-Carajos-Inseln,Ecueils des Cargados Carajos,Kargados Karakhos,Kargados-Kar...-16.633333359.6333333",-16.633333359.63333,,,1
Caribbean Coast,"Caribbean  Caraibe,Caraibi,Caraïbe,Caribbean,Caribe,Karibi,Karibik,Kariby,alkaryby,karibu de fang,<U+041A><U+0430><U+0440><U+0438><U+0431><U+0438>,<U+041A><U+0430><U+0440><U+0438><U+0431><U+044B>...20.385825381874263-72.333984375",20.385825381874263-72.3339,,,1
Caroline Islands,"Caroline IslandsCaroline Islands,Eastern Caroline Islands,Islas Carolinas,Islas Poniente,Isles Carolines,Karolinen,K...7.2099147.94189",7.2099147.94189,,,1
Carpathian Sea,"Carpathian Mountains  Carpates,Carpathian Mountains,Carpathians,Carpatii,Carpatos,Carpazi,Carpazzi,Carpatii,Cárpatos,Karpa...47.025.5",47.025.5,,,1
Casamance,,,,,1
Castellón,"Castellon  Castello,Castellon,Castelló,Castellón,Provincia de Castello,Provincia de Castellon,Provincia de Cast...40.1666667-0.1666667",40.1666667-0.1666667,,,1
Catalunya,"Catalonia  Catalogna,Catalogne,Catalonha,Catalonia,Catalonie,Catalonië,Cataluna,Catalunha,Catalunya,Cataluña,Co...41.82045509614031.86767578125",41.82045509614031.86767578,,,1
"Cavite Province, Luzon","Cavite CityBandar Cavite,Cavite,Cavite City,Cavite Lakanbalen,Ciudad ti Cavite,Dakbayan sa Cavite,Kavite,Lungso...14.48369120.898784",14.48369120.898784,,,1
Cay Sal Bank,"Mangrove Cay  Mangrove Cay,Mangrove Cay District24.16-77.78028","angrove Cay  Mangrove Cay,Mangrove Cay District24.16-77.78028",,,1
Central Philippines,"Central Africa  Africa Central,Africa centrale,Afrique centrale,Central Africa,Central'na Afrika,Central'naja Afrika...-2.0210651187669924.697265625",-2.0210651187669924.6,,,1
Central Tuamotu,"Central Africa  Africa Central,Africa centrale,Afrique centrale,Central Africa,Central'na Afrika,Central'naja Afrika...-2.0210651187669924.697265625",-2.0210651187669924.6,,,1
Chatham Islands,"Savannah  Gorad Savana,SAV,Sarannah,Savana,Savanah,Savanna,Savannah,Sawanna,Yamacraw,sa fan na,saban'na,sabhan...32.0835407-81.0998342",32.0835407-81.0998342,,,1
Chatham Islands ,"Savannah  Gorad Savana,SAV,Sarannah,Savana,Savanah,Savanna,Savannah,Sawanna,Yamacraw,sa fan na,saban'na,sabhan...32.0835407-81.0998342",32.0835407-81.0998342,,,1
"Chatham Islands, east of New  Zealand","Savannah  Gorad Savana,SAV,Sarannah,Savana,Savanah,Savanna,Savannah,Sawanna,Yamacraw,sa fan na,saban'na,sabhan...32.0835407-81.0998342",32.0835407-81.0998342,,,1
"Chieti, Province","Chieti  Chieta,Chieti,K'eti,Teate,kieti,<U+041A><U+044C><U+0435><U+0442><U+0438>,<U+30AD><U+30A8><U+30FC><U+30C6><U+30A3>42.3482714.16494","hieti  Chieta,Chieti,K'eti,Teate,kieti,<U+041A><U+044C><U+0435><U+0442><U+0438>,<U+30AD><U+30A8><U+30FC><U+30C6><U+30A3>42.3482714.16494",,,1
Chungnam,"Chungcheongnam-do  Ch'ungch'ong,Ch'ungch'ong-namdo,Ch'ungnam,Chhung-chheng South,Chungcheong Namdo,Chungcheongnam-do,Ch...36.5127.0",36.5127.0,,,1
Cienfuegos Province,"CienfuegosCFG,Cienfuegos,Gorad S'enfuehgas,S'enfuegos,S'enfuehgos,Sjenfuegos,Sjenfuegosas,seiyn fwy kos,shienf...22.14957-80.44662",22.14957-80.44662,,,1
Cikobia Island (north of Vanua Levu),Cikobia BasinThikombia Basin-15.25179.6,ikobia BasinThikombia Basin-15.25179.6,,,1
Clarendon,"Clarendon  Clarendon,Parish of Clarendon17.9833333-77.3","larendon  Clarendon,Parish of Clarendon17.9833333-77.3",,,1
Clearwater Bay,"Clearwater  CLW,Clearwater,Clearwater Harbor,Kliruoter,Klirvoter,Klirvoteris,Kliuruotur,ke li er wo te,keullieow...27.9658533-82.8001026",27.9658533-82.8001026,,,1
Colon,"Departamento de Colón  Colon,Colón,Departamento de Colon,Departamento de Colón15.75-85.6666667","epartamento de Colón  Colon,Colón,Departamento de Colon,Departamento de Colón15.75-85.6666667",,,1
Conakry Region,"Conakry  CKY,Conacri,Conakry,Konakri,Konakrio,Konakris,Konakry,ke na ke li,konakeuli,konakuri,<U+039A><U+03CC><U+03BD>a<U+03BA><U+03C1><U+03B9>,<U+041A><U+043E><U+043D><U+0430><U+043A><U+0440><U+0438>...9.537949753673535-13.677291870117188",9.537949753673535-13.6772918,,,1
Congreve Channel,"Congreve ParkCongreve Park,Congrove Park17.95-76.9","ongreve ParkCongreve Park,Congrove Park17.95-76.9",,,1
Conservatória District,Conservatória-22.28944444-43.9275,onservatória-22.28944444-43.9275,,,1
Cook islans,"ChicagoCHI,Cekaga,Chi-ka-ko,Chi-kâ-kô,Chicago,Chicagu,Chikago,Cikaga,Cikago,Cikaqo,E-Chicago,Gorad Chykaga,...41.850033-87.6500523",41.850033-87.6500523,,,1
Cook Strait,"ChicagoCHI,Cekaga,Chi-ka-ko,Chi-kâ-kô,Chicago,Chicagu,Chikago,Cikaga,Cikago,Cikaqo,E-Chicago,Gorad Chykaga,...41.850033-87.6500523",41.850033-87.6500523,,,1
Coquimbo,"Coquimbo Region  Coquimbo,Coquimbo Region,Cuarta Region,Cuarta Región,IV Region,IV Región,Region de Coquimbo,Región d...-30.75-71.0",-101.75,,,1
Corfu ,"Corfu  CFU,Corcyra,Corfou,Corfu,Corfù,Corfú,Kerkira,Kerkyra,Korfu,Krf,Kérkyra,ke ji la shi,keleukila,keruki...39.62069419.91975",39.62069419.91975,,,1
Corregidor Island,Corregidor Island  Corregidor Island14.38738120.57705,orregidor Island  Corregidor Island14.38738120.57705,,,1
Cortés,"Departamento de Cortés  Cortes,Cortés,Departamento de Cortes,Departamento de Cortés15.4166667-88.0","epartamento de Cortés  Cortes,Cortés,Departamento de Cortes,Departamento de Cortés15.4166667-88.0",,,1
Costa Blanca,"Ivory Coast  Aibari Kwas,Aibori Kot,Akte Elephantodontos,Akte Elephantostou,An Costa Eabhair,An Cósta Eabhair,Aod...8.0-5.5",8.0-5.5,,,1
Côte d'Azur  ,"Ivory Coast  Aibari Kwas,Aibori Kot,Akte Elephantodontos,Akte Elephantostou,An Costa Eabhair,An Cósta Eabhair,Aod...8.0-5.5",8.0-5.5,,,1
County Cork,"Sinoe County  Sino County,Sinoe,Sinoe County5.333333-8.766667","inoe County  Sino County,Sinoe,Sinoe County5.333333-8.766667",,,1
CUBA,"Cuba  Ciwba,Cu Ba,Cu-ba,Cuba,Cubba,Cúba,Isla Juana,Kiba,Kioba,Kiobà,Kiuba,Kiumba,Kiupa,Kouba,Kuba,Kuba nut...22.0-79.5",22.0-79.5,,,1
Curacao,"Curaçao  CUR,Country of Curacao,Country of Curaçao,Curacao,Curazao,Curaçao,Kjurasao,Korsou,Kourasao,Kòrsou,Pa...12.166667-68.966667",12.166667-68.966667,,,1
Cyclades,"Nomós Kykládon  Cicladele,Ciclades,Cyclades,Cyklady,Cíclades,Kiklad Adalari,Kiklad Adalari,Kikladhes,Kikladi,Kiklady...37.416666724.9166667",37.416666724.9166667,,,1
Cyclades archipelago,"Cyclades Islands, Naxos Airport  JNX,LGNX37.079722222222225.3669444444444","yclades Islands, Naxos Airport  JNX,LGNX37.079722222222225.3669444444444",,,1
Cyrenaica,,,,,1
Dar-es-Salaam ,"Dar es Salaam  DAR,Dar Es Salaam,Dar Es Salam,Dar es Salaam,Dar es Salam,Dar es Salamas,Dar es Salams,Dar es Salám,...-6.82348889918827339.269514083862305",-6.82348889918827339.2,,,1
Delagoa Bay,Delagoa ReserveDelagoa Reserve-34.031799151.117905,elagoa ReserveDelagoa Reserve-34.031799151.117905,,,1
Delta,Delta  -19.934144442623-47.8043504918033,elta  -19.934144442623-47.8043504918033,,,1
Demerara County,"Georgetown  Demerara,Dzhordzhtaun,Dzordztaun,Dzordztauna,Dzordztaunas,Dzordztauns,Džordžtaun,Džordžtauna,Džordžt...6.804483851419782-58.155269622802734",6.804483851419782-58.1552,,,1
Dubai,Dubai24.9408850027926555.3869700984771,ubai24.9408850027926555.3869700984771,,,1
East Flores,"Middle East  Mezoriento,Midden-Oosten,Middle East,Moyen-Orient,Oriente Medio,Sudokcidenta Azio,alshrq alawst,<U+0627><U+0644><U+0634><U+0631>...33.13906047538835.8586883544922",33.13906047538835.858688,,,1
East New Britain,"Middle East  Mezoriento,Midden-Oosten,Middle East,Moyen-Orient,Oriente Medio,Sudokcidenta Azio,alshrq alawst,<U+0627><U+0644><U+0634><U+0631>...33.13906047538835.8586883544922",33.13906047538835.858688,,,1
East of the Gulf of Aqaba,"Middle East  Mezoriento,Midden-Oosten,Middle East,Moyen-Orient,Oriente Medio,Sudokcidenta Azio,alshrq alawst,<U+0627><U+0644><U+0634><U+0631>...33.13906047538835.8586883544922",33.13906047538835.858688,,,1
East Wall,"Middle East  Mezoriento,Midden-Oosten,Middle East,Moyen-Orient,Oriente Medio,Sudokcidenta Azio,alshrq alawst,<U+0627><U+0644><U+0634><U+0631>...33.13906047538835.8586883544922",33.13906047538835.858688,,,1
East Yorkshire,"Middle East  Mezoriento,Midden-Oosten,Middle East,Moyen-Orient,Oriente Medio,Sudokcidenta Azio,alshrq alawst,<U+0627><U+0644><U+0634><U+0631>...33.13906047538835.8586883544922",33.13906047538835.858688,,,1
Easter Ross,"Albatross CordilleraCape Adare-Easter Island Ridge,East Pacific Rise,Easter Island Cordillera,Easter Island Rise,Easter ...-45.0-115.0",-160,,,1
Eastern Cape  Province,"Eastern Asia  Asia Oriental,Asia orientale,Asie de l'Est,Eastern Asia,Ostasien,Rytu Azija,Rytu Azija,Skhidna Azija...32.24997445586331114.609375",32.24997445586331114.60,,,1
Eastern Catalona,"Eastern Asia  Asia Oriental,Asia orientale,Asie de l'Est,Eastern Asia,Ostasien,Rytu Azija,Rytu Azija,Skhidna Azija...32.24997445586331114.609375",32.24997445586331114.60,,,1
Edinburgh,"Edinburgh  City of Edinburgh,Dun Eideann,Dùn Èideann,EDH,Edinburgh55.9497284685701-3.19333076477051","dinburgh  City of Edinburgh,Dun Eideann,Dùn Èideann,EDH,Edinburgh55.9497284685701-3.19333076477051",,,1
Elqui Province,"Provincia de Elqui  Elqui,Provincia de Elqui-29.735883-70.644553","rovincia de Elqui  Elqui,Provincia de Elqui-29.735883-70.644553",,,1
Enroute from Suez to Aden (Yemen),,,,,1
Eronogo Region,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Essequibo,,,,,1
Estuaire Province,"Libreville  Gorad Librehvil',LBV,Libarwil,Liberopolis,Librefille,Librevil,Librevil',Librevila,Librevilis,Librevi...0.39241483978909539.453563690185547",0.39241483978909539.45356,,,1
Exumas,,,,,1
Fernando Po Island,San Fernando  San Fernando10.279694-61.468351,an Fernando  San Fernando10.279694-61.468351,,,1
Fife,"Fife  FIF,Faifas,Fajf,Feevey,Fif Scir,Fif Scir,Fifa,Fife,Fife Region,Fiobha,Foibhe,Fìobha,fa fu,faifu,fayf...56.25-3.1666667",56.25-3.1666667,,,1
Fishing Grounds,Cheta<U+0457>bi Fishing Port37.066287.38543,heta<U+0457>bi Fishing Port37.066287.38543,,,1
Florida ,"Florida  FL,Floarida,Florid,Florida,Florida Shitati,Florida suyu,Floridae,Floride,Florido,Florinta,Floryda,Fl...28.7505408-82.5000976",28.7505408-82.5000976,,,1
Florida Straits,"Florida  FL,Floarida,Florid,Florida,Florida Shitati,Florida suyu,Floridae,Floride,Florido,Florinta,Floryda,Fl...28.7505408-82.5000976",28.7505408-82.5000976,,,1
Foveaux Strait,Foveaux ParkFoveaux Park-33.8116151.018707,oveaux ParkFoveaux Park-33.8116151.018707,,,1
French Southern Territories,"French Southern Territories  Anyiehe Franseme nutome,Criocha Deisceartacha na Fraince,Críocha Deisceartacha na Fraince,De franske...-43.067.0",-43.067.,,,1
Fujairah Emirate,"Al Fujairah City  Al Fujairah City,Al Fujayrah,Al-Fudjayra,Al-Fujayrah' emiraat,FJR,Fudschaira,Fudzhejra,Fujaira,Fujai...25.11641256.341408",25.11641256.341408,,,1
Galica,"Galicia  A Galiza,An Ghailis,An Ghailís,Comunidad Autonoma de Galicia,Comunidad Autónoma de Galicia,Comunidad...42.7550795450721-7.8662109375",42.7550795450721-7.866210937,,,1
Galicia,"Galicia  A Galiza,An Ghailis,An Ghailís,Comunidad Autonoma de Galicia,Comunidad Autónoma de Galicia,Comunidad...42.7550795450721-7.8662109375",42.7550795450721-7.866210937,,,1
Ganges-Brahmaputra delta,"Ganges DeltaDelta of the Ganges,Ganges Delta,Ganges-Brahmaputra Delta,Gangetic delta23.089.0","anges DeltaDelta of the Ganges,Ganges Delta,Ganges-Brahmaputra Delta,Gangetic delta23.089.0",,,1
Genoa  Province,"Genoa  Cenova,Dzenova,Dženova,GOA,Genes,Genoa,Genova,Genovo,Genua,Genuja,Genès,Genúa,Gènova,Génova,Gênes,Ja...44.404788.94439",44.404788.94439,,,1
Genoa Province,"Genoa  Cenova,Dzenova,Dženova,GOA,Genes,Genoa,Genova,Genovo,Genua,Genuja,Genès,Genúa,Gènova,Génova,Gênes,Ja...44.404788.94439",44.404788.94439,,,1
Georges Bank,"St. George's  Fort Royal,Georgetown,Grenada City,Lewis,Port Louis,Port Royal,Saint George,Saint George's,Saint Geo...12.05288-61.75226",12.05288-61.75226,,,1
Gibraltar,"Gibraltar  Calpe,Calpis,Cebelitarik,Cebelitarik,Chibraltar,C<U+0259>b<U+0259>li-Tariq,Dgibraltar,Dgibrâltar,Djibraltar,Gibart...36.1333333-5.35",36.1333333-5.35,,,1
Golfo de Venezia,"Equatorial Guinea  'Ekueta Kini,AEkvatorial Guinea,AEkvatorialguinea,AEquatoriaal-Guinea,AEquatorialguinea,An Ghuine Mh...1.710.5",1.710.5,,,1
Golfo di Genova in the Ligurian Sea,"Equatorial Guinea  'Ekueta Kini,AEkvatorial Guinea,AEkvatorialguinea,AEquatoriaal-Guinea,AEquatorialguinea,An Ghuine Mh...1.710.5",1.710.5,,,1
Gran Canaria,"Las Palmas de Gran Canaria  Kanaria Handiko Las Palmas,LPA,Las Palmas,Las Palmas de G.C.,Las Palmas de Gran Canaria,Las Palmas d...28.099727-15.41343",28.099727,,,1
Granada,"Grenada  Colony of Grenada,GND,Garnaad,Gelenad<U+025B>,Gerenada,Giranaadaa,Giriinaada,Girnada,Granada,Granada - Gren...12.1166667-61.6666667",12.1166667-61.6666667,,,1
Grand Baie,"Grand Gedeh County  Grand Gedeh,Grand Gedeh County,Grand Jide County5.966667-8.2","rand Gedeh County  Grand Gedeh,Grand Gedeh County,Grand Jide County5.966667-8.2",,,1
Grand Cayman,"Grand Gedeh County  Grand Gedeh,Grand Gedeh County,Grand Jide County5.966667-8.2","rand Gedeh County  Grand Gedeh,Grand Gedeh County,Grand Jide County5.966667-8.2",,,1
Grand Turk Island,"Grand Gedeh County  Grand Gedeh,Grand Gedeh County,Grand Jide County5.966667-8.2","rand Gedeh County  Grand Gedeh,Grand Gedeh County,Grand Jide County5.966667-8.2",,,1
Green Bay,"Goose Green Settlement  Goose Green,Goose Green Settlement-51.825914-58.967139","oose Green Settlement  Goose Green,Goose Green Settlement-51.825914-58.967139",,,1
Guam,"Guam  GJao Gu-am,GUM,Guahan,Guam,Guam - US Unincorporated Organized Territory,Guam nutome,Guama,Guamas,Guw...13.478611569488931144.81834411621094",13.478611569488931144.818344116,,,1
Guizhou Province,"Guizhou  Guizhou,Guizhou Sheng,Kuei-chou,Kuei-chou Sheng,Kweichau,Kweichow,Kweichow Province,Province de Guiz...27.0107.0",27.0107.0,,,1
Gujarat,"Gujarat  An Ghuisearait,An Ghúisearáit,GJ,Gucerat,Gucharat,Gudzarat,Gudzarata,Gudzaratas,Gudzharat,Gudzsarat,...23.071.75",23.071.75,,,1
Gulf of California,"Gulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875","ulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875",,,1
Gulf of Lyons,"Gulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875","ulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875",,,1
Gulf of Suez,"Gulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875","ulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875",,,1
Gulf of Tadjoura,"Gulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875","ulf Province  Gulf,Gulf District,Gulf Province-7.724600166486452145.08544921875",,,1
Guyamas,"Guam  GJao Gu-am,GUM,Guahan,Guam,Guam - US Unincorporated Organized Territory,Guam nutome,Guama,Guamas,Guw...13.478611569488931144.81834411621094",13.478611569488931144.818344116,,,1
Ha'api,"Ha‘apai  Ha'apai,Ha`apai,Ha`apai Islands Division,Ha‘apai,Ha‘apai Islands Division,Ha’apai-19.75134-174.30656","a‘apai  Ha'apai,Ha`apai,Ha`apai Islands Division,Ha‘apai,Ha‘apai Islands Division,Ha’apai-19.75134-174.30656",,,1
Ha'api ,"Api IslandApi Island,Api islet10.6592.3333333","pi IslandApi Island,Api islet10.6592.3333333",,,1
Halifax,"Halifax  Comitatul Halifax,Comte de Halifax,Comté de Halifax,Condado de Halifax,Condado han Halifax,Contea di...36.2575038-77.6518816",36.2575038-77.6518816,,,1
Harare Province,"Harare  Arare,Charare,Gorad Kharareh,HRE,Harare,Hararensis Urbs,Harareo,Harare,Kharare,Salisbury,ha la lei,h...-17.82771696496470431.05337142944336",-17.82771696496470431.0533714,,,1
Herzliyah,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Ho Ha Wan Marine Park,"Ho Chi Minh City  Cathair Ho Chi Minh,Cidade de Ho Chi Minh,Ciudad Ho Chi Minh,HCMC,HCMV,Ho Chi Minh,Ho Chi Minh City,...10.82302106.62965",10.82302106.62965,,,1
Hokkaido Prefecture,"Hokkaido  Ezo,Hokkaido,Hokkaido-Honto,Hokkaido,Hokkaido-Honto,Hokushu,Hokushu,Jesso,Yeso,Yezo,bei hai dao,hokk...44.0143.0",44.0143.0,,,1
Ibaraki Prefecture,"MitoMito,Mito-shi,Mitoshi,mito,mitoshi,shui hu,shui hu shi,<U+307F><U+3068>,<U+307F><U+3068><U+3057>,<U+30DF><U+30C8>,<U+30DF><U+30C8><U+30B7>,<U+6C34><U+6238>,<U+6C34><U+6238><U+5E02>36.35140.45","itoMito,Mito-shi,Mitoshi,mito,mitoshi,shui hu,shui hu shi,<U+307F><U+3068>,<U+307F><U+3068><U+3057>,<U+30DF><U+30C8>,<U+30DF><U+30C8><U+30B7>,<U+6C34><U+6238>,<U+6C34><U+6238><U+5E02>36.35140.45",,,1
Ibiza Island,"Ibiza Town  Eivissa,IBZ,Ibica,Ibiza,Ibiza Town,Ibiza-Stadt,Ibiza-stad,Vila d'Eivissa,<U+0418><U+0431><U+0438><U+0446><U+0430>38.90883428218791.43296480178833","biza Town  Eivissa,IBZ,Ibica,Ibiza,Ibiza Town,Ibiza-Stadt,Ibiza-stad,Vila d'Eivissa,<U+0418><U+0431><U+0438><U+0446><U+0430>38.90883428218791.43296480178833",,,1
Illeginni Atoll,"Illeginni  Illeginni Island,Illygain,Likkijjine Island,RTS,Rikijjine-to,Rikijjine-to,Rikitsujine,Rikitsujine To...9.08614221249787167.472903728485",9.08614221249787167.472903,,,1
Illinois,"Illinois  'Ilinoe,Elenuojos,Estado de Illinois,IL,Ilinoi,Ilinois,Ilinoisa,Ilinoj,Ilinojs,Ilinojso,Ilinojus,Ili...40.0003204-89.2503681",40.0003204-89.2503681,,,1
Imperia Province,"Imperia  Imperia,Imperija,Impéria,inperia,<U+0418><U+043C><U+043F><U+0435><U+0440><U+0438><U+044F>,<U+30A4><U+30F3><U+30DA><U+30EA><U+30A2>43.889178.03933","mperia  Imperia,Imperija,Impéria,inperia,<U+0418><U+043C><U+043F><U+0435><U+0440><U+0438><U+044F>,<U+30A4><U+30F3><U+30DA><U+30EA><U+30A2>43.889178.03933",,,1
In Convoy OB 274,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
In the English Channel ,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
In the Gulf Stream ,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
In transit between Tinian and Leyte,"Southern Asia  Asia Meridional,Asia del Sur,Asia meridionale,Asie du Sud,Juzhnaja Azija,Pietu Azija,Pietu Azija,Piv...21.28937435586042478.662109375",21.28937435586042478.6,,,1
Inner Hebrides,"Inner Mongolia  Binnen-Mongolie,Binnen-Mongolië,Indre Mongolia,Inner Mongolia,Inner Mongolia Autonomous Region,Inner...43.5114.75",43.5114.75,,,1
Inner Islands,"Inner Mongolia  Binnen-Mongolie,Binnen-Mongolië,Indre Mongolia,Inner Mongolia,Inner Mongolia Autonomous Region,Inner...43.5114.75",43.5114.75,,,1
Isla Providencia,"L-Isla  Isla,L-Isla35.8900986420760814.51959948640558","-Isla  Isla,L-Isla35.8900986420760814.51959948640558",,,1
Island of Kos,"Iceland  'Aisilani,Aesland,Ai-xo-len,Ai-xo-len (Iceland),Ai-xo-len,Ai-xo-len (Iceland),Aisalan,Aiseland nutom...65.0-18.0",65.0-18.0,,,1
Island of St. Thomas,"Iceland  'Aisilani,Aesland,Ai-xo-len,Ai-xo-len (Iceland),Ai-xo-len,Ai-xo-len (Iceland),Aisalan,Aiseland nutom...65.0-18.0",65.0-18.0,,,1
Island of Volos,"Iceland  'Aisilani,Aesland,Ai-xo-len,Ai-xo-len (Iceland),Ai-xo-len,Ai-xo-len (Iceland),Aisalan,Aiseland nutom...65.0-18.0",65.0-18.0,,,1
Isle of Man,"Puerto Rico  Boluchen,Borequem,Borichen,Borichena,Boricua,Borigua,Boriken,Borikén,Boringquen,Borinquen,Boriquen,B...18.2493993-66.5010052",18.2493993-66.5010052,,,1
Isles del Rosario,"Western Isles  ELS,Eilean Siar,Western Isles,Western Isles Islands Area,na hOileain Thiar,na hOileáin Thiar57.6666667-7.1666667","estern Isles  ELS,Eilean Siar,Western Isles,Western Isles Islands Area,na hOileain Thiar,na hOileáin Thiar57.6666667-7.1666667",,,1
Istanbul,"Istanbul  Iostanbul,Iostanbúl,Ist,Istampoul,Istanbul,Istanbul Province,Istanbul Vilayeti,Miklagard,Miklagård,P...41.035082002999728.9833068847656",41.035082002999728.98330688,,,1
Istria,"Istria  Istarska,Istarska Zupanija,Istarska Županija,Istria,Istrien,iseuteula ju,<U+C774><U+C2A4><U+D2B8><U+B77C> <U+C8FC>45.2513.9166667","stria  Istarska,Istarska Zupanija,Istarska Županija,Istria,Istrien,iseuteula ju,<U+C774><U+C2A4><U+D2B8><U+B77C> <U+C8FC>45.2513.9166667",,,1
Izo Islands,"IzeauxIzeaux,Izeaux-aux Bois,Izo,yi zuo,<U+0406><U+0437><U+043E>,<U+0418><U+0437><U+043E>,<U+4F0A><U+4F50>45.3347335.424859","zeauxIzeaux,Izeaux-aux Bois,Izo,yi zuo,<U+0406><U+0437><U+043E>,<U+0418><U+0437><U+043E>,<U+4F0A><U+4F50>45.3347335.424859",,,1
Jakarta Harbour,"Jakarta  Batavia,Big Durian,Cakarta,D'akarta,Daerah Khusus Ibukota Jakarta,Djakarta,Djogkarta,Dki Jakarta,Dza...-6.214623197035775106.84513092041016",-6.214623197035775106.845130,,,1
Jeju Province,"Jeju City  CJU,Chedzhu,Cheju,Chu-sung,Chyei Chyu,Czedzu,Czedzu,Jeju,Jeju City,Kota Jeju,Saishu,Saishu,Saisyu,Sa...33.509722126.521944",33.509722126.521944,,,1
Johnston Atoll,"Johnston Atoll  Atol Johnston,Atoll de Johnston,Atolle Tzonston,Atollo Johnston,Atolon Johnston,Atolón Johnston,Dzho...16.7282762596585-169.534277915955",16.7282762596585-169.,,,1
Johor,"Johor  Cohor,Dzhokhor,Dzohoras,Dzokhor,Džohoras,Gohoro,JHR,Johor,Johore,Johori osariik,State of Johor,State...2.0103.5",2.0103.5,,,1
Kadavu Island Group,"Kadavu  Kadavu,Province de Kadavu-18.99331178.22021","adavu  Kadavu,Province de Kadavu-18.99331178.22021",,,1
Kagawa Prefecture,"Takamatsu  Gorad Takamacu,TAK,Takamacu,Takamatsu,Takamatsu-shi,Takamatsushi,Takamatu,Takamatu-chhi,Takamatu-chh...34.333333134.05",34.333333134.05,,,1
Kagoshima Prefecture,"Kagoshima  KOJ,Kagoshima,Kagoshima-shi,Kagoshimashi,Kagosima,Kagošima,gagosima si,kaghwshyma,kagoshima,kagoshim...31.566667130.55",31.566667130.55,,,1
Kedah,"Kedah  KDH,Kedah,Kedahas,Kedaho,Kedakh,Queda,Quedá,State of Kedah,ji da,kada,kataha,kataram,kdah,keda,keda ...6.0100.6666667",6.0100.6666667,,,1
Kent,Kent  49.282985967-121.752557425,ent  49.282985967-121.752557425,,,1
Kentucky,Kentucky18.199306370219226-78.0176705841809,entucky18.199306370219226-78.0176705841809,,,1
